,Full path,Coordinates
1137,.\DataBase\Runway 5\003263.jpg,"['175', '196', '190', '182', '148', '151', '126', '127']"
1138,.\DataBase\Runway 5\003264.jpg,"['175', '195', '190', '181', '148', '151', '126', '127']"
1139,.\DataBase\Runway 5\003265.jpg,"['173', '195', '190', '181', '147', '151', '127', '126']"
1140,.\DataBase\Runway 5\003266.jpg,"['173', '195', '189', '179', '148', '151', '126', '126']"
1141,.\DataBase\Runway 5\003267.jpg,"['173', '193', '188', '179', '147', '150', '126', '126']"
1142,.\DataBase\Runway 5\003268.jpg,"['171', '192', '188', '178', '147', '150', '126', '126']"
1143,.\DataBase\Runway 5\003269.jpg,"['171', '193', '186', '178', '148', '151', '127', '126']"
1144,.\DataBase\Runway 5\003270.jpg,"['170', '192', '186', '178', '147', '151', '125', '125']"
1145,.\DataBase\Runway 5\003271.jpg,"['169', '191', '185', '177', '148', '151', '126', '126']"
1146,.\DataBase\Runway 5\003272.jpg,"['169', '190', '184', '175', '148', '151', '126', '126']"
1147,.\DataBase\Runway 5\003273.jpg,"['168', '190', '183', '175', '148', '151', '126', '126']"
1148,.\DataBase\Runway 5\003274.jpg,"['167', '189', '182', '175', '148', '151', '126', '126']"
1149,.\DataBase\Runway 5\003275.jpg,"['167', '189', '182', '174', '148', '151', '126', '125']"
1150,.\DataBase\Runway 5\003276.jpg,"['166', '188', '181', '173', '149', '150', '125', '126']"
1151,.\DataBase\Runway 5\003277.jpg,"['166', '187', '181', '173', '147', '151', '126', '126']"
1152,.\DataBase\Runway 5\003278.jpg,"['164', '187', '180', '172', '148', '151', '126', '125']"
1153,.\DataBase\Runway 5\003279.jpg,"['164', '185', '179', '171', '147', '151', '126', '126']"
1154,.\DataBase\Runway 5\003280.jpg,"['164', '185', '180', '171', '147', '151', '126', '126']"
1155,.\DataBase\Runway 5\003281.jpg,"['162', '186', '177', '169', '148', '152', '124', '124']"
1156,.\DataBase\Runway 5\003282.jpg,"['162', '184', '178', '169', '148', '151', '125', '125']"
1157,.\DataBase\Runway 5\003283.jpg,"['160', '184', '177', '169', '148', '152', '125', '125']"
1158,.\DataBase\Runway 5\003284.jpg,"['162', '183', '176', '168', '148', '152', '124', '125']"
1159,.\DataBase\Runway 5\003285.jpg,"['160', '183', '177', '168', '149', '153', '125', '125']"
1160,.\DataBase\Runway 5\003286.jpg,"['161', '182', '175', '167', '147', '152', '125', '125']"
1161,.\DataBase\Runway 5\003287.jpg,"['159', '180', '175', '166', '147', '147', '125', '125']"
1162,.\DataBase\Runway 5\003288.jpg,"['159', '180', '175', '166', '148', '150', '125', '125']"
1163,.\DataBase\Runway 5\003289.jpg,"['159', '180', '175', '165', '147', '149', '124', '124']"
1164,.\DataBase\Runway 5\003290.jpg,"['158', '180', '174', '166', '146', '149', '124', '124']"
1165,.\DataBase\Runway 5\003291.jpg,"['157', '179', '174', '165', '146', '149', '123', '124']"
1166,.\DataBase\Runway 5\003292.jpg,"['158', '178', '172', '164', '146', '147', '124', '124']"
1167,.\DataBase\Runway 5\003293.jpg,"['158', '178', '173', '164', '146', '146', '123', '124']"
1168,.\DataBase\Runway 5\003294.jpg,"['158', '178', '172', '163', '147', '148', '124', '124']"
1169,.\DataBase\Runway 5\003295.jpg,"['156', '177', '172', '163', '147', '147', '125', '125']"
1170,.\DataBase\Runway 5\003296.jpg,"['155', '177', '171', '163', '146', '147', '124', '124']"
1171,.\DataBase\Runway 5\003297.jpg,"['155', '177', '171', '163', '146', '146', '125', '125']"
1172,.\DataBase\Runway 5\003298.jpg,"['153', '176', '171', '162', '148', '148', '124', '124']"
1173,.\DataBase\Runway 5\003299.jpg,"['156', '176', '171', '161', '146', '148', '125', '125']"
1174,.\DataBase\Runway 5\003300.jpg,"['155', '176', '171', '162', '146', '149', '125', '125']"
1175,.\DataBase\Runway 5\003301.jpg,"['156', '176', '171', '162', '146', '149', '125', '125']"
1176,.\DataBase\Runway 5\003302.jpg,"['155', '176', '170', '161', '148', '149', '125', '125']"
1177,.\DataBase\Runway 5\003303.jpg,"['153', '175', '170', '161', '148', '149', '126', '126']"
1178,.\DataBase\Runway 5\003304.jpg,"['153', '176', '170', '161', '150', '150', '126', '126']"
1179,.\DataBase\Runway 5\003305.jpg,"['154', '175', '169', '161', '149', '151', '126', '126']"
1180,.\DataBase\Runway 5\003306.jpg,"['154', '176', '170', '161', '151', '151', '126', '126']"
1181,.\DataBase\Runway 5\003307.jpg,"['153', '177', '170', '160', '152', '153', '126', '127']"
1182,.\DataBase\Runway 5\003308.jpg,"['154', '177', '170', '161', '152', '153', '127', '126']"
1183,.\DataBase\Runway 5\003309.jpg,"['153', '177', '170', '161', '152', '152', '126', '126']"
1184,.\DataBase\Runway 5\003310.jpg,"['153', '177', '171', '161', '152', '151', '126', '126']"
1185,.\DataBase\Runway 5\003311.jpg,"['154', '177', '170', '161', '150', '154', '127', '127']"
1186,.\DataBase\Runway 5\003312.jpg,"['155', '177', '171', '161', '151', '152', '128', '127']"
1187,.\DataBase\Runway 5\003313.jpg,"['153', '178', '171', '161', '151', '154', '127', '127']"
1188,.\DataBase\Runway 5\003314.jpg,"['155', '178', '172', '162', '150', '154', '127', '127']"
1189,.\DataBase\Runway 5\003315.jpg,"['155', '178', '171', '162', '151', '154', '127', '128']"
1190,.\DataBase\Runway 5\003316.jpg,"['155', '178', '173', '163', '152', '154', '129', '128']"
1191,.\DataBase\Runway 5\003317.jpg,"['156', '178', '173', '163', '152', '155', '129', '129']"
1192,.\DataBase\Runway 5\003318.jpg,"['157', '178', '174', '164', '152', '155', '129', '129']"
1193,.\DataBase\Runway 5\003319.jpg,"['157', '179', '174', '165', '152', '155', '129', '129']"
1194,.\DataBase\Runway 5\003320.jpg,"['157', '179', '174', '165', '151', '156', '129', '129']"
1195,.\DataBase\Runway 5\003321.jpg,"['158', '180', '174', '166', '152', '155', '129', '129']"
1196,.\DataBase\Runway 5\003322.jpg,"['157', '181', '175', '166', '153', '157', '130', '130']"
1197,.\DataBase\Runway 5\003323.jpg,"['158', '180', '176', '168', '153', '157', '130', '130']"
1198,.\DataBase\Runway 5\003324.jpg,"['159', '182', '176', '168', '153', '157', '130', '129']"
1199,.\DataBase\Runway 5\003325.jpg,"['157', '181', '176', '167', '154', '158', '130', '130']"
1200,.\DataBase\Runway 5\003326.jpg,"['159', '183', '177', '168', '154', '159', '131', '130']"
1201,.\DataBase\Runway 5\003327.jpg,"['160', '183', '178', '169', '153', '157', '131', '130']"
1202,.\DataBase\Runway 5\003328.jpg,"['160', '183', '178', '169', '154', '158', '131', '131']"
1203,.\DataBase\Runway 5\003329.jpg,"['162', '183', '179', '170', '154', '157', '132', '132']"
1204,.\DataBase\Runway 5\003330.jpg,"['161', '184', '179', '171', '154', '158', '131', '131']"
1205,.\DataBase\Runway 5\003331.jpg,"['161', '184', '180', '171', '154', '159', '132', '131']"
1206,.\DataBase\Runway 5\003332.jpg,"['163', '186', '180', '172', '153', '158', '132', '131']"
1207,.\DataBase\Runway 5\003333.jpg,"['162', '185', '181', '172', '154', '160', '132', '132']"
1208,.\DataBase\Runway 5\003334.jpg,"['163', '186', '182', '173', '155', '161', '132', '132']"
1209,.\DataBase\Runway 5\003335.jpg,"['163', '186', '182', '173', '155', '160', '132', '132']"
1210,.\DataBase\Runway 5\003336.jpg,"['164', '187', '182', '174', '155', '161', '132', '131']"
1211,.\DataBase\Runway 5\003337.jpg,"['165', '188', '184', '174', '154', '161', '132', '132']"
1212,.\DataBase\Runway 5\003338.jpg,"['165', '188', '183', '174', '154', '160', '133', '132']"
1213,.\DataBase\Runway 5\003339.jpg,"['165', '190', '185', '175', '156', '161', '133', '132']"
1214,.\DataBase\Runway 5\003340.jpg,"['166', '189', '185', '177', '156', '161', '133', '132']"
1215,.\DataBase\Runway 5\003341.jpg,"['167', '190', '185', '177', '156', '160', '133', '132']"
1216,.\DataBase\Runway 5\003342.jpg,"['168', '191', '186', '176', '157', '161', '133', '132']"
1217,.\DataBase\Runway 5\003343.jpg,"['167', '190', '185', '177', '157', '160', '133', '133']"
1218,.\DataBase\Runway 5\003344.jpg,"['168', '192', '187', '178', '157', '161', '134', '133']"
1219,.\DataBase\Runway 5\003345.jpg,"['169', '192', '187', '178', '157', '162', '133', '133']"
1220,.\DataBase\Runway 5\003346.jpg,"['170', '192', '188', '180', '158', '161', '134', '134']"
1221,.\DataBase\Runway 5\003347.jpg,"['170', '193', '189', '180', '157', '161', '134', '133']"
1222,.\DataBase\Runway 5\003348.jpg,"['170', '194', '190', '181', '158', '162', '134', '133']"
1223,.\DataBase\Runway 5\003349.jpg,"['170', '194', '190', '182', '157', '161', '135', '134']"
1224,.\DataBase\Runway 5\003350.jpg,"['171', '195', '191', '182', '159', '161', '134', '134']"
1225,.\DataBase\Runway 5\003351.jpg,"['171', '196', '192', '183', '159', '163', '134', '134']"
1226,.\DataBase\Runway 5\003352.jpg,"['172', '196', '192', '183', '158', '162', '134', '134']"
1227,.\DataBase\Runway 5\003353.jpg,"['173', '198', '192', '184', '158', '162', '135', '134']"
1228,.\DataBase\Runway 5\003354.jpg,"['173', '196', '192', '185', '157', '162', '135', '134']"
1229,.\DataBase\Runway 5\003355.jpg,"['174', '198', '192', '185', '158', '163', '134', '135']"
1230,.\DataBase\Runway 5\003356.jpg,"['174', '199', '193', '186', '158', '163', '136', '135']"
1231,.\DataBase\Runway 5\003357.jpg,"['174', '199', '193', '185', '158', '163', '135', '134']"
1232,.\DataBase\Runway 5\003358.jpg,"['176', '200', '194', '186', '158', '163', '136', '135']"
1233,.\DataBase\Runway 5\003359.jpg,"['176', '200', '194', '186', '159', '165', '135', '135']"
1234,.\DataBase\Runway 5\003360.jpg,"['177', '200', '195', '186', '159', '163', '135', '134']"
1235,.\DataBase\Runway 5\003361.jpg,"['177', '201', '196', '186', '158', '163', '134', '134']"
1236,.\DataBase\Runway 5\003362.jpg,"['176', '200', '196', '186', '157', '163', '135', '135']"
1237,.\DataBase\Runway 5\003363.jpg,"['175', '201', '195', '186', '158', '163', '136', '136']"
1238,.\DataBase\Runway 5\003364.jpg,"['176', '201', '195', '187', '158', '163', '135', '134']"
1239,.\DataBase\Runway 5\003365.jpg,"['175', '201', '195', '186', '157', '163', '135', '134']"
1240,.\DataBase\Runway 5\003366.jpg,"['175', '202', '195', '186', '158', '163', '135', '135']"
1241,.\DataBase\Runway 5\003367.jpg,"['177', '202', '195', '186', '158', '163', '134', '134']"
1242,.\DataBase\Runway 5\003368.jpg,"['176', '203', '196', '186', '157', '163', '135', '134']"
1243,.\DataBase\Runway 5\003369.jpg,"['176', '200', '196', '187', '157', '163', '135', '135']"
1244,.\DataBase\Runway 5\003370.jpg,"['177', '202', '196', '186', '157', '164', '134', '134']"
1245,.\DataBase\Runway 5\003371.jpg,"['177', '201', '196', '186', '158', '162', '135', '135']"
1246,.\DataBase\Runway 5\003372.jpg,"['176', '200', '195', '185', '158', '162', '134', '134']"
1247,.\DataBase\Runway 5\003373.jpg,"['175', '201', '196', '186', '158', '163', '133', '133']"
1248,.\DataBase\Runway 5\003374.jpg,"['175', '201', '196', '185', '158', '163', '134', '134']"
1249,.\DataBase\Runway 5\003375.jpg,"['175', '199', '195', '185', '157', '162', '134', '135']"
1250,.\DataBase\Runway 5\003376.jpg,"['176', '199', '194', '185', '158', '162', '135', '135']"
1251,.\DataBase\Runway 5\003377.jpg,"['175', '201', '195', '184', '160', '163', '135', '134']"
1252,.\DataBase\Runway 5\003378.jpg,"['173', '199', '194', '184', '159', '163', '135', '135']"
1253,.\DataBase\Runway 5\003379.jpg,"['175', '200', '193', '184', '158', '163', '135', '136']"
1254,.\DataBase\Runway 5\003380.jpg,"['175', '199', '193', '184', '159', '162', '135', '135']"
1255,.\DataBase\Runway 5\003381.jpg,"['175', '198', '193', '182', '157', '160', '135', '136']"
1256,.\DataBase\Runway 5\003382.jpg,"['175', '199', '193', '183', '159', '164', '135', '135']"
1257,.\DataBase\Runway 5\003383.jpg,"['175', '199', '192', '181', '158', '163', '135', '135']"
1258,.\DataBase\Runway 5\003384.jpg,"['174', '198', '191', '182', '159', '163', '136', '135']"
1259,.\DataBase\Runway 5\003385.jpg,"['172', '199', '191', '183', '158', '164', '135', '134']"
1260,.\DataBase\Runway 5\003386.jpg,"['172', '198', '190', '182', '157', '163', '135', '134']"
1261,.\DataBase\Runway 5\003387.jpg,"['173', '197', '190', '182', '159', '163', '135', '135']"
1262,.\DataBase\Runway 5\003388.jpg,"['172', '196', '190', '182', '159', '163', '135', '135']"
1263,.\DataBase\Runway 5\003389.jpg,"['172', '196', '190', '180', '159', '163', '134', '134']"
1264,.\DataBase\Runway 5\003390.jpg,"['171', '196', '189', '181', '159', '162', '134', '134']"
1265,.\DataBase\Runway 5\003391.jpg,"['172', '196', '190', '179', '160', '162', '133', '133']"
1266,.\DataBase\Runway 5\003392.jpg,"['170', '195', '188', '179', '159', '162', '134', '134']"
1267,.\DataBase\Runway 5\003393.jpg,"['170', '195', '187', '179', '158', '162', '134', '135']"
1268,.\DataBase\Runway 5\003394.jpg,"['170', '195', '188', '177', '158', '162', '134', '135']"
1269,.\DataBase\Runway 5\003395.jpg,"['169', '195', '187', '177', '157', '162', '134', '134']"
1270,.\DataBase\Runway 5\003396.jpg,"['169', '194', '188', '177', '158', '162', '133', '134']"
1271,.\DataBase\Runway 5\003397.jpg,"['167', '195', '187', '177', '159', '162', '134', '134']"
1272,.\DataBase\Runway 5\003398.jpg,"['169', '194', '187', '175', '158', '162', '133', '134']"
1273,.\DataBase\Runway 5\003399.jpg,"['168', '193', '186', '176', '160', '162', '134', '134']"
1274,.\DataBase\Runway 5\003400.jpg,"['166', '193', '185', '177', '158', '161', '134', '134']"
1275,.\DataBase\Runway 5\003401.jpg,"['166', '192', '184', '175', '158', '162', '133', '133']"
1276,.\DataBase\Runway 5\003402.jpg,"['166', '192', '184', '174', '159', '161', '133', '133']"
1277,.\DataBase\Runway 5\003403.jpg,"['166', '192', '184', '175', '158', '161', '132', '133']"
1278,.\DataBase\Runway 5\003404.jpg,"['165', '192', '183', '175', '158', '162', '134', '133']"
1279,.\DataBase\Runway 5\003405.jpg,"['164', '190', '183', '174', '158', '161', '133', '133']"
1280,.\DataBase\Runway 5\003406.jpg,"['164', '190', '182', '174', '159', '162', '133', '133']"
1281,.\DataBase\Runway 5\003407.jpg,"['163', '190', '182', '173', '159', '163', '133', '133']"
1282,.\DataBase\Runway 5\003408.jpg,"['163', '189', '181', '173', '160', '162', '133', '133']"
1283,.\DataBase\Runway 5\003409.jpg,"['162', '190', '181', '171', '159', '162', '134', '135']"
1284,.\DataBase\Runway 5\003410.jpg,"['162', '187', '180', '171', '159', '162', '134', '135']"
1285,.\DataBase\Runway 5\003411.jpg,"['162', '189', '180', '170', '159', '162', '134', '134']"
1286,.\DataBase\Runway 5\003412.jpg,"['161', '187', '180', '169', '159', '162', '134', '135']"
1287,.\DataBase\Runway 5\003413.jpg,"['161', '187', '178', '170', '160', '162', '134', '134']"
1288,.\DataBase\Runway 5\003414.jpg,"['159', '186', '178', '168', '160', '163', '135', '135']"
1289,.\DataBase\Runway 5\003415.jpg,"['160', '185', '177', '167', '160', '164', '135', '135']"
1290,.\DataBase\Runway 5\003416.jpg,"['159', '185', '177', '168', '159', '162', '134', '133']"
1291,.\DataBase\Runway 5\003417.jpg,"['157', '184', '177', '167', '160', '163', '135', '135']"
1292,.\DataBase\Runway 5\003418.jpg,"['158', '185', '176', '165', '160', '164', '134', '134']"
1293,.\DataBase\Runway 5\003419.jpg,"['156', '184', '175', '165', '160', '163', '134', '136']"
1294,.\DataBase\Runway 5\003420.jpg,"['156', '183', '174', '164', '160', '163', '135', '135']"
1295,.\DataBase\Runway 5\003421.jpg,"['156', '183', '174', '163', '160', '164', '135', '136']"
1296,.\DataBase\Runway 5\003422.jpg,"['156', '183', '174', '163', '160', '164', '135', '135']"
1297,.\DataBase\Runway 5\003423.jpg,"['155', '182', '173', '163', '160', '163', '135', '136']"
1298,.\DataBase\Runway 5\003424.jpg,"['154', '180', '173', '163', '161', '164', '135', '135']"
1299,.\DataBase\Runway 5\003425.jpg,"['153', '181', '172', '162', '160', '164', '136', '136']"
1300,.\DataBase\Runway 5\003426.jpg,"['154', '181', '172', '162', '161', '165', '135', '135']"
1301,.\DataBase\Runway 5\003427.jpg,"['154', '180', '171', '161', '161', '165', '135', '136']"
1302,.\DataBase\Runway 5\003428.jpg,"['153', '180', '171', '161', '160', '164', '136', '136']"
1303,.\DataBase\Runway 5\003429.jpg,"['154', '181', '171', '161', '160', '165', '136', '136']"
1304,.\DataBase\Runway 5\003430.jpg,"['154', '181', '171', '161', '160', '165', '136', '136']"
1305,.\DataBase\Runway 5\003431.jpg,"['152', '180', '170', '161', '161', '164', '135', '136']"
1306,.\DataBase\Runway 5\003432.jpg,"['152', '181', '171', '161', '161', '165', '137', '136']"
1307,.\DataBase\Runway 5\003433.jpg,"['153', '180', '171', '162', '161', '164', '136', '136']"
1308,.\DataBase\Runway 5\003434.jpg,"['153', '180', '170', '161', '162', '165', '136', '136']"
1309,.\DataBase\Runway 5\003435.jpg,"['152', '181', '171', '160', '161', '165', '136', '136']"
1310,.\DataBase\Runway 5\003436.jpg,"['153', '180', '170', '161', '162', '165', '136', '137']"
1311,.\DataBase\Runway 5\003437.jpg,"['153', '181', '171', '160', '162', '166', '136', '136']"
1312,.\DataBase\Runway 5\003438.jpg,"['153', '181', '171', '161', '164', '165', '136', '137']"
1313,.\DataBase\Runway 5\003439.jpg,"['153', '181', '171', '162', '162', '165', '136', '136']"
1314,.\DataBase\Runway 5\003440.jpg,"['153', '182', '172', '162', '162', '167', '138', '137']"
1315,.\DataBase\Runway 5\003441.jpg,"['153', '182', '172', '162', '164', '167', '137', '136']"
1316,.\DataBase\Runway 5\003442.jpg,"['154', '182', '172', '162', '163', '167', '137', '138']"
1317,.\DataBase\Runway 5\003443.jpg,"['156', '183', '172', '162', '163', '168', '137', '138']"
1318,.\DataBase\Runway 5\003444.jpg,"['156', '183', '172', '162', '163', '167', '137', '137']"
1319,.\DataBase\Runway 5\003445.jpg,"['154', '182', '172', '163', '164', '166', '136', '137']"
1320,.\DataBase\Runway 5\003446.jpg,"['155', '183', '173', '163', '163', '169', '137', '137']"
1321,.\DataBase\Runway 5\003447.jpg,"['155', '183', '173', '163', '163', '166', '137', '138']"
1322,.\DataBase\Runway 5\003448.jpg,"['157', '184', '174', '164', '164', '167', '137', '137']"
1323,.\DataBase\Runway 5\003449.jpg,"['157', '184', '175', '164', '165', '166', '138', '138']"
1324,.\DataBase\Runway 5\003450.jpg,"['156', '185', '176', '165', '163', '168', '138', '138']"
1325,.\DataBase\Runway 5\003451.jpg,"['157', '186', '175', '166', '164', '167', '136', '137']"
1326,.\DataBase\Runway 5\003452.jpg,"['159', '185', '176', '166', '164', '167', '138', '138']"
1327,.\DataBase\Runway 5\003453.jpg,"['160', '186', '176', '166', '163', '168', '138', '138']"
1328,.\DataBase\Runway 5\003454.jpg,"['159', '188', '177', '168', '164', '167', '138', '137']"
1329,.\DataBase\Runway 5\003455.jpg,"['159', '188', '179', '168', '165', '169', '137', '137']"
1330,.\DataBase\Runway 5\003456.jpg,"['159', '188', '179', '169', '165', '169', '138', '138']"
1331,.\DataBase\Runway 5\003457.jpg,"['162', '188', '180', '170', '165', '169', '138', '138']"
1332,.\DataBase\Runway 5\003458.jpg,"['162', '191', '181', '170', '164', '168', '138', '139']"
1333,.\DataBase\Runway 5\003459.jpg,"['162', '191', '182', '171', '165', '168', '138', '138']"
1334,.\DataBase\Runway 5\003460.jpg,"['163', '192', '182', '171', '164', '168', '138', '138']"
1335,.\DataBase\Runway 5\003461.jpg,"['163', '192', '183', '173', '167', '168', '138', '138']"
1336,.\DataBase\Runway 5\003462.jpg,"['164', '194', '185', '174', '166', '166', '138', '138']"
1337,.\DataBase\Runway 5\003463.jpg,"['164', '194', '184', '174', '167', '167', '137', '138']"
1338,.\DataBase\Runway 5\003464.jpg,"['163', '194', '185', '175', '167', '169', '138', '137']"
1339,.\DataBase\Runway 5\003465.jpg,"['166', '196', '187', '176', '168', '168', '136', '136']"
1340,.\DataBase\Runway 5\003466.jpg,"['170', '196', '187', '178', '167', '169', '137', '137']"
1341,.\DataBase\Runway 5\003467.jpg,"['168', '197', '187', '179', '169', '168', '137', '137']"
1342,.\DataBase\Runway 5\003468.jpg,"['169', '198', '189', '180', '166', '168', '137', '137']"
1343,.\DataBase\Runway 5\003469.jpg,"['169', '199', '189', '180', '166', '167', '137', '137']"
1344,.\DataBase\Runway 5\003470.jpg,"['170', '200', '192', '181', '167', '168', '137', '137']"
1345,.\DataBase\Runway 5\003471.jpg,"['172', '201', '193', '183', '165', '168', '138', '137']"
1346,.\DataBase\Runway 5\003472.jpg,"['174', '203', '194', '184', '165', '167', '138', '137']"
1347,.\DataBase\Runway 5\003473.jpg,"['175', '204', '195', '185', '165', '166', '136', '136']"
1348,.\DataBase\Runway 5\003474.jpg,"['175', '204', '196', '186', '167', '169', '136', '137']"
1349,.\DataBase\Runway 5\003475.jpg,"['175', '207', '196', '186', '169', '169', '136', '136']"
1350,.\DataBase\Runway 5\003476.jpg,"['176', '206', '198', '188', '168', '168', '136', '135']"
1351,.\DataBase\Runway 5\003477.jpg,"['179', '207', '198', '188', '166', '167', '136', '136']"
1352,.\DataBase\Runway 5\003478.jpg,"['178', '208', '200', '189', '166', '167', '136', '137']"
1353,.\DataBase\Runway 5\003479.jpg,"['181', '209', '201', '190', '165', '167', '137', '137']"
1354,.\DataBase\Runway 5\003480.jpg,"['181', '209', '200', '192', '166', '169', '135', '136']"
1355,.\DataBase\Runway 5\003481.jpg,"['181', '212', '202', '192', '167', '167', '136', '135']"
1356,.\DataBase\Runway 5\003482.jpg,"['182', '212', '202', '192', '166', '168', '136', '136']"
1357,.\DataBase\Runway 5\003483.jpg,"['183', '213', '203', '193', '165', '166', '136', '136']"
1358,.\DataBase\Runway 5\003484.jpg,"['184', '212', '203', '195', '165', '167', '135', '136']"
1359,.\DataBase\Runway 5\003485.jpg,"['187', '214', '205', '195', '166', '166', '135', '135']"
1360,.\DataBase\Runway 5\003486.jpg,"['182', '215', '205', '194', '166', '167', '135', '135']"
1361,.\DataBase\Runway 5\003487.jpg,"['184', '216', '207', '196', '166', '166', '135', '135']"
1362,.\DataBase\Runway 5\003488.jpg,"['184', '216', '206', '196', '164', '166', '135', '134']"
1363,.\DataBase\Runway 5\003489.jpg,"['186', '217', '208', '197', '165', '166', '135', '135']"
1364,.\DataBase\Runway 5\003490.jpg,"['186', '217', '209', '197', '165', '164', '134', '134']"
1365,.\DataBase\Runway 5\003491.jpg,"['187', '218', '209', '197', '164', '166', '134', '134']"
1366,.\DataBase\Runway 5\003492.jpg,"['187', '219', '209', '199', '161', '166', '135', '134']"
1367,.\DataBase\Runway 5\003493.jpg,"['189', '219', '209', '199', '160', '166', '133', '134']"
1368,.\DataBase\Runway 5\003494.jpg,"['188', '218', '209', '199', '160', '165', '133', '133']"
1369,.\DataBase\Runway 5\003495.jpg,"['188', '219', '210', '200', '159', '165', '134', '133']"
1370,.\DataBase\Runway 5\003496.jpg,"['189', '220', '210', '200', '159', '165', '133', '133']"
1371,.\DataBase\Runway 5\003497.jpg,"['190', '219', '211', '200', '158', '164', '133', '133']"
1372,.\DataBase\Runway 5\003498.jpg,"['191', '219', '210', '201', '159', '165', '134', '133']"
1373,.\DataBase\Runway 5\003499.jpg,"['189', '221', '211', '200', '160', '164', '133', '132']"
1374,.\DataBase\Runway 5\003500.jpg,"['190', '219', '210', '201', '160', '165', '133', '133']"
1375,.\DataBase\Runway 6\01700.jpg,"['139', '163', '157', '147', '127', '130', '103', '102']"
1376,.\DataBase\Runway 6\01701.jpg,"['138', '163', '157', '148', '127', '130', '101', '101']"
1377,.\DataBase\Runway 6\01702.jpg,"['140', '162', '157', '148', '127', '130', '102', '102']"
1378,.\DataBase\Runway 6\01703.jpg,"['139', '163', '157', '149', '125', '130', '102', '101']"
1379,.\DataBase\Runway 6\01704.jpg,"['139', '164', '159', '150', '126', '129', '101', '101']"
1380,.\DataBase\Runway 6\01705.jpg,"['141', '164', '158', '150', '124', '129', '101', '101']"
1381,.\DataBase\Runway 6\01706.jpg,"['141', '164', '159', '149', '125', '129', '100', '100']"
1382,.\DataBase\Runway 6\01707.jpg,"['140', '165', '159', '150', '124', '128', '100', '100']"
1383,.\DataBase\Runway 6\01708.jpg,"['141', '165', '160', '151', '124', '128', '100', '100']"
1384,.\DataBase\Runway 6\01709.jpg,"['142', '166', '160', '152', '123', '128', '100', '100']"
1385,.\DataBase\Runway 6\01710.jpg,"['141', '166', '161', '151', '123', '128', '99', '99']"
1386,.\DataBase\Runway 6\01711.jpg,"['142', '167', '159', '151', '124', '128', '99', '98']"
1387,.\DataBase\Runway 6\01712.jpg,"['142', '166', '161', '151', '124', '128', '97', '98']"
1388,.\DataBase\Runway 6\01713.jpg,"['142', '167', '161', '151', '123', '127', '99', '98']"
1389,.\DataBase\Runway 6\01714.jpg,"['141', '168', '162', '152', '122', '127', '98', '97']"
1390,.\DataBase\Runway 6\01715.jpg,"['142', '168', '161', '152', '122', '126', '98', '98']"
1391,.\DataBase\Runway 6\01716.jpg,"['143', '167', '162', '152', '122', '127', '98', '98']"
1392,.\DataBase\Runway 6\01717.jpg,"['143', '168', '162', '153', '122', '126', '97', '98']"
1393,.\DataBase\Runway 6\01718.jpg,"['144', '169', '163', '153', '122', '126', '98', '98']"
1394,.\DataBase\Runway 6\01719.jpg,"['144', '168', '162', '154', '122', '127', '97', '97']"
1395,.\DataBase\Runway 6\01720.jpg,"['143', '170', '163', '153', '122', '126', '97', '97']"
1396,.\DataBase\Runway 6\01721.jpg,"['144', '169', '164', '153', '121', '125', '97', '96']"
1397,.\DataBase\Runway 6\01722.jpg,"['145', '169', '164', '155', '121', '126', '96', '96']"
1398,.\DataBase\Runway 6\01723.jpg,"['145', '170', '164', '155', '120', '125', '96', '96']"
1399,.\DataBase\Runway 6\01724.jpg,"['145', '171', '164', '155', '120', '125', '96', '96']"
1400,.\DataBase\Runway 6\01725.jpg,"['145', '171', '164', '156', '120', '125', '96', '96']"
1401,.\DataBase\Runway 6\01726.jpg,"['146', '172', '165', '155', '119', '125', '95', '95']"
1402,.\DataBase\Runway 6\01727.jpg,"['145', '171', '164', '156', '119', '122', '94', '95']"
1403,.\DataBase\Runway 6\01728.jpg,"['145', '171', '165', '156', '119', '123', '95', '95']"
1404,.\DataBase\Runway 6\01729.jpg,"['146', '171', '166', '157', '119', '123', '95', '95']"
1405,.\DataBase\Runway 6\01730.jpg,"['146', '172', '165', '157', '118', '124', '94', '94']"
1406,.\DataBase\Runway 6\01731.jpg,"['145', '170', '164', '157', '119', '122', '94', '94']"
1407,.\DataBase\Runway 6\01732.jpg,"['146', '171', '165', '156', '119', '122', '94', '94']"
1408,.\DataBase\Runway 6\01733.jpg,"['146', '172', '165', '156', '119', '125', '93', '94']"
1409,.\DataBase\Runway 6\01734.jpg,"['146', '173', '166', '157', '119', '124', '94', '94']"
1410,.\DataBase\Runway 6\01735.jpg,"['146', '172', '166', '157', '118', '123', '93', '94']"
1411,.\DataBase\Runway 6\01736.jpg,"['146', '172', '166', '158', '118', '122', '93', '93']"
1412,.\DataBase\Runway 6\01737.jpg,"['145', '172', '166', '157', '118', '124', '93', '94']"
1413,.\DataBase\Runway 6\01738.jpg,"['147', '172', '167', '157', '120', '123', '92', '93']"
1414,.\DataBase\Runway 6\01739.jpg,"['147', '172', '167', '158', '119', '122', '94', '93']"
1415,.\DataBase\Runway 6\01740.jpg,"['146', '173', '166', '157', '118', '123', '92', '92']"
